customer_id,customer_name,courier_id,courier_code,courier_name,service_id,service_code,service_name,zone_id,zone_name,weight_class_id,weight_class_name,price
928,"Developer Testing",150,DPD,DPD,765,DPD-11,"DPD Two Day",9708,Mainland,17517,Parcel,3.77
928,"Developer Testing",150,DPD,DPD,774,DPD-18,"DPD Saturday 10.30",9550,Mainland,17524,Parcel,15.68
928,"Developer Testing",176,EvRi,EvRi,886,"Evri International DDP","Evri International DDP",10365,Germany,18323,751-1000g,5
928,"Developer Testing",150,DPD,DPD,937,DPD-5000,"DPD Next Day 5k Insurance",11465,Mainland,19694,Parcel,11.76
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15265,Australia,25972,"0 kg - 0.5 kg",13.01
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15265,Australia,25973,"0.5 kg - 1 kg",19.54
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15265,Australia,25974,"1 kg - 1.5 kg",26.06
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15265,Australia,25975,"1.5 kg - 2 kg",32.59
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15266,Austria,25972,"0 kg - 0.5 kg",6.26
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15266,Austria,25973,"0.5 kg - 1 kg",6.86
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15266,Austria,25974,"1 kg - 1.5 kg",7.46
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15266,Austria,25975,"1.5 kg - 2 kg",8.06
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15267,Belgium,25972,"0 kg - 0.5 kg",6.84
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15267,Belgium,25973,"0.5 kg - 1 kg",9.59
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15267,Belgium,25974,"1 kg - 1.5 kg",12.34
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15267,Belgium,25975,"1.5 kg - 2 kg",15.08
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15268,Brazil,25972,"0 kg - 0.5 kg",9.41
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15268,Brazil,25973,"0.5 kg - 1 kg",13.27
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15268,Brazil,25974,"1 kg - 1.5 kg",17.14
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15268,Brazil,25975,"1.5 kg - 2 kg",21
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15269,Canada,25972,"0 kg - 0.5 kg",10.74
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15269,Canada,25973,"0.5 kg - 1 kg",14.29
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15269,Canada,25974,"1 kg - 1.5 kg",17.84
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15269,Canada,25975,"1.5 kg - 2 kg",21.4
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15270,China,25972,"0 kg - 0.5 kg",6.16
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15270,China,25973,"0.5 kg - 1 kg",8.5
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15270,China,25974,"1 kg - 1.5 kg",10.84
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15270,China,25975,"1.5 kg - 2 kg",13.18
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15271,Croatia,25972,"0 kg - 0.5 kg",6.3
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15271,Croatia,25973,"0.5 kg - 1 kg",8.64
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15271,Croatia,25974,"1 kg - 1.5 kg",10.98
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15271,Croatia,25975,"1.5 kg - 2 kg",13.32
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15272,Cyprus,25972,"0 kg - 0.5 kg",11.06
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15272,Cyprus,25973,"0.5 kg - 1 kg",18.22
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15272,Cyprus,25974,"1 kg - 1.5 kg",25.37
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15272,Cyprus,25975,"1.5 kg - 2 kg",32.52
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15273,"Czech Republic",25972,"0 kg - 0.5 kg",6.42
928,"Developer Testing",150,DPD,DPD,1735,DPD-20,"DPD Direct Lite",15273,"Czech Republic",25973,"0.5 kg - 1 kg",8.86
